organismQuantity	eventID	basisOfRecord	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	verbatimIdentification	scientificName	scientificNameID	taxonRank	occurrenceID
111	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Mammalia:100.00000000000001;order:Carnivora:100.00000000000001;family:Canidae:100.00000000000001;genus:Canis:100.00000000000001;species:Canis_lupus:100.00000000000001	Canis lupus	urn:lsid:marinespecies.org:taxname:1506689	species	asv.69_W-8-multi-tot
109	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.24_W-8-multi-tot
109	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	superkingdom:Eukaryota:100.00000000000001;phylum:Mollusca:100.00000000000001;class:Bivalvia:100.00000000000001;order:Mytilida:100.00000000000001;family:Mytilidae:100.00000000000001;genus:Mytilus:100.00000000000001;species:Mytilus_galloprovincialis:90.00000000000001	Mytilus galloprovincialis	urn:lsid:marinespecies.org:taxname:140481	species	asv.70_W-8-multi-tot
108	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads	Animalia	Entoprocta			Loxosomatidae		superkingdom:Eukaryota:100.0;phylum:Entoprocta:100.0;class:NA:80.5;order:NA:80.5;family:Loxosomatidae:100.0;genus:NA:80.5;species:Loxosomatidae_sp._Unknown2009PCR1B8:80.5	Loxosomatidae	urn:lsid:marinespecies.org:taxname:111794	family	asv.71_W-8-multi-tot
106	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.25_W-8-multi-tot
106	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.72_W-8-multi-tot
103	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Pholidae	Pholis	superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Actinopteri:100.00000000000001;order:Perciformes:99.41666666666669;family:Pholidae:97.85822510822514;genus:Pholis:97.52489177489181;species:Pholis_gunnellus:78.79538239538242	Pholis	urn:lsid:marinespecies.org:taxname:126041	genus	asv.17_W-8-multi-tot
103	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes			superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Actinopteri:100.00000000000001;order:Perciformes:99.90909090909092;family:Pholidae:76.55054521928697;genus:Pholis:72.03104223603563;species:Pholis_laeta:35.34980601355436	Perciformes	urn:lsid:marinespecies.org:taxname:11014	order	asv.62_W-8-multi-tot
101	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	superkingdom:Eukaryota:100.00000000000001;phylum:Mollusca:100.00000000000001;class:Bivalvia:100.00000000000001;order:Mytilida:100.00000000000001;family:Mytilidae:100.00000000000001;genus:Mytilus:100.00000000000001;species:Mytilus_galloprovincialis:86.00000000000001	Mytilus galloprovincialis	urn:lsid:marinespecies.org:taxname:140481	species	asv.26_W-8-multi-tot
94	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Mammalia:100.00000000000001;order:Primates:100.00000000000001;family:Hominidae:100.00000000000001;genus:Homo:100.00000000000001;species:Homo_sapiens:100.00000000000001	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.73_W-8-multi-tot
80	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	46737	DNA Sequence reads	DNA Sequence reads	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Cerastoderma	superkingdom:Eukaryota:100.00000000000004;phylum:Mollusca:100.00000000000004;class:Bivalvia:100.00000000000004;order:Cardiida:100.00000000000004;family:Cardiidae:100.00000000000004;genus:Cerastoderma:100.00000000000004;species:Cerastoderma_edule:100.00000000000004	Cerastoderma edule	urn:lsid:marinespecies.org:taxname:138998	species	asv.5_W-8-singleplex
80	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	46737	DNA Sequence reads	DNA Sequence reads	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Cerastoderma	superkingdom:Eukaryota:100.00000000000001;phylum:Mollusca:100.00000000000001;class:Bivalvia:100.00000000000001;order:Cardiida:100.00000000000001;family:Cardiidae:100.00000000000001;genus:Cerastoderma:100.00000000000001;species:Cerastoderma_edule:100.00000000000001	Cerastoderma edule	urn:lsid:marinespecies.org:taxname:138998	species	asv.51_W-8-singleplex
77	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Salmo	superkingdom:Eukaryota:99.9999999999999;phylum:Chordata:99.9999999999999;class:Actinopteri:99.9999999999999;order:Salmoniformes:99.9999999999999;family:Salmonidae:99.9999999999999;genus:Salmo:99.9999999999999;species:Salmo_trutta:89.42568244693936	Salmo trutta	urn:lsid:marinespecies.org:taxname:127187	species	asv.27_W-8-multi-tot
77	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Salmo	superkingdom:Eukaryota:99.99999999999974;phylum:Chordata:99.99999999999974;class:Actinopteri:99.99999999999974;order:Salmoniformes:99.99999999999974;family:Salmonidae:99.99999999999974;genus:Salmo:99.99999999999974;species:Salmo_trutta:89.9384624063935	Salmo trutta	urn:lsid:marinespecies.org:taxname:127187	species	asv.74_W-8-multi-tot
76	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Mammalia:100.00000000000001;order:Carnivora:100.00000000000001;family:Canidae:100.00000000000001;genus:Canis:100.00000000000001;species:Canis_lupus:100.00000000000001	Canis lupus	urn:lsid:marinespecies.org:taxname:1506689	species	asv.28_W-8-multi-tot
69	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.29_W-8-multi-tot
69	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.75_W-8-multi-tot
59	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	46737	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:95.00000000000001;class:Mammalia:94.00000000000001;order:Primates:94.00000000000001;family:Hominidae:94.00000000000001;genus:Homo:94.00000000000001;species:Homo_sapiens:94.00000000000001	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.4_W-8-singleplex
59	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	46737	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Mammalia:100.00000000000001;order:Primates:100.00000000000001;family:Hominidae:100.00000000000001;genus:Homo:100.00000000000001;species:Homo_sapiens:100.00000000000001	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.50_W-8-singleplex
58	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Aves	Charadriiformes	Laridae	Chroicocephalus	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Aves:100.0;order:Charadriiformes:100.0;family:Laridae:100.0;genus:Chroicocephalus:97.95714285714288;species:Chroicocephalus_brunnicephalus:65.30476190476193	Chroicocephalus	urn:lsid:marinespecies.org:taxname:465357	genus	asv.30_W-8-multi-tot
58	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Aves	Charadriiformes	Laridae		superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Aves:100.0;order:Charadriiformes:100.0;family:Laridae:100.0;genus:Chroicocephalus:68.5100122100122;species:Chroicocephalus_brunnicephalus:55.35346875346874	Laridae	urn:lsid:marinespecies.org:taxname:136988	family	asv.76_W-8-multi-tot
57	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	46737	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus	superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Aves:100.00000000000001;order:Charadriiformes:100.00000000000001;family:Laridae:100.00000000000001;genus:Larus:99.54761904761905;species:Larus_argentatus:46.21904761904762	Larus	urn:lsid:marinespecies.org:taxname:137043	genus	asv.20_W-8-singleplex
57	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	46737	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Aves	Charadriiformes	Laridae		superkingdom:Eukaryota:100.00000000000006;phylum:Chordata:100.00000000000006;class:Aves:100.00000000000006;order:Charadriiformes:100.00000000000006;family:Laridae:98.54014041514047;genus:Larus:65.57794142132377;species:Larus_argentatus:18.795700378053322	Laridae	urn:lsid:marinespecies.org:taxname:136988	family	asv.64_W-8-singleplex
54	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae		superkingdom:Eukaryota:99.99999999999989;phylum:Chordata:99.99999999999989;class:Actinopteri:99.99999999999989;order:Salmoniformes:99.99999999999989;family:Salmonidae:99.99999999999989;genus:Salmo:70.4508377711367;species:Salmo_salar:55.59199215588416	Salmonidae	urn:lsid:marinespecies.org:taxname:125587	family	asv.31_W-8-multi-tot
54	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Salmo	superkingdom:Eukaryota:100.00000000000004;phylum:Chordata:100.00000000000004;class:Actinopteri:100.00000000000004;order:Salmoniformes:100.00000000000004;family:Salmonidae:100.00000000000004;genus:Salmo:100.00000000000004;species:Salmo_salar:88.76100192498747	Salmo salar	urn:lsid:marinespecies.org:taxname:127186	species	asv.77_W-8-multi-tot
51	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates			superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Mammalia:100.0;order:Primates:100.0;family:Pitheciidae:36.0;genus:Chiropotes:36.0;species:Chiropotes_albinasus:36.0	Primates	urn:lsid:marinespecies.org:taxname:1455974	order	asv.78_W-8-multi-tot
46	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	46737	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Merlangius	superkingdom:Eukaryota:97.68088773971161;phylum:Chordata:97.68088773971161;class:Actinopteri:97.68088773971161;order:Gadiformes:97.66393858716924;family:Gadidae:97.66393858716924;genus:Merlangius:89.11053697880746;species:Merlangius_merlangus:89.11053697880746	Merlangius merlangus	urn:lsid:marinespecies.org:taxname:126438	species	asv.10_W-8-singleplex
46	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	46737	DNA Sequence reads	DNA Sequence reads							superkingdom:Eukaryota:63.00000000000001;phylum:Chordata:63.00000000000001;class:Actinopteri:63.00000000000001;order:Gadiformes:63.00000000000001;family:Gadidae:63.00000000000001;genus:Gadus:26.000000000000004;species:Eleginus_gracilis:22.000000000000004	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.56_W-8-singleplex
33	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.80_W-8-multi-tot
29	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.33_W-8-multi-tot
27	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.34_W-8-multi-tot
25	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Zoarces	superkingdom:Eukaryota:100.00000000000007;phylum:Chordata:100.00000000000007;class:Actinopteri:100.00000000000007;order:Perciformes:100.00000000000007;family:Zoarcidae:99.84615384615391;genus:Zoarces:99.74867839033342;species:Zoarces_fedorovi:75.5869390063388	Zoarces	urn:lsid:marinespecies.org:taxname:126108	genus	asv.32_W-8-multi-tot
25	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Zoarces	superkingdom:Eukaryota:100.00000000000007;phylum:Chordata:100.00000000000007;class:Actinopteri:100.00000000000007;order:Perciformes:100.00000000000007;family:Zoarcidae:89.73112381630185;genus:Zoarces:89.61029363053298;species:Zoarces_elongatus:49.78012413722764	Zoarces	urn:lsid:marinespecies.org:taxname:126108	genus	asv.79_W-8-multi-tot
23	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.35_W-8-multi-tot
23	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.81_W-8-multi-tot
20	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	46737	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.82_W-8-singleplex
19	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	46737	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Haematopus	superkingdom:Eukaryota:99.99999999999999;phylum:Chordata:99.99999999999999;class:Aves:99.99999999999999;order:Charadriiformes:99.99999999999999;family:Haematopodidae:99.99999999999999;genus:Haematopus:99.99999999999999;species:Haematopus_ostralegus:99.99999999999999	Haematopus ostralegus	urn:lsid:marinespecies.org:taxname:147436	species	asv.36_W-8-singleplex
19	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	46737	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Haematopus	superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Aves:100.00000000000001;order:Charadriiformes:99.83333333333336;family:Haematopodidae:99.0714285714286;genus:Haematopus:99.0714285714286;species:Haematopus_ostralegus:89.02857142857144	Haematopus ostralegus	urn:lsid:marinespecies.org:taxname:147436	species	asv.83_W-8-singleplex
18	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	46737	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Zoarces	superkingdom:Eukaryota:100.00000000000007;phylum:Chordata:100.00000000000007;class:Actinopteri:100.00000000000007;order:Perciformes:100.00000000000007;family:Zoarcidae:99.84615384615391;genus:Zoarces:99.74867839033342;species:Zoarces_fedorovi:75.5869390063388	Zoarces	urn:lsid:marinespecies.org:taxname:126108	genus	asv.32_W-8-singleplex
18	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	46737	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Zoarces	superkingdom:Eukaryota:100.00000000000007;phylum:Chordata:100.00000000000007;class:Actinopteri:100.00000000000007;order:Perciformes:100.00000000000007;family:Zoarcidae:89.73112381630185;genus:Zoarces:89.61029363053298;species:Zoarces_elongatus:49.78012413722764	Zoarces	urn:lsid:marinespecies.org:taxname:126108	genus	asv.79_W-8-singleplex
14	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	46737	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.84_W-8-singleplex
14	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.85_W-8-multi-tot
12	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.37_W-8-multi-tot
11	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	46737	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.38_W-8-singleplex
11	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	46737	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.86_W-8-singleplex
11	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.87_W-8-multi-tot
11	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.88_W-8-multi-tot
10	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.39_W-8-multi-tot
10	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.89_W-8-multi-tot
10	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.90_W-8-multi-tot
9	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.40_W-8-multi-tot
8	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.41_W-8-multi-tot
8	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	superkingdom:Eukaryota:100.00000000000031;phylum:Mollusca:100.00000000000031;class:Bivalvia:100.00000000000031;order:Mytilida:100.00000000000031;family:Mytilidae:100.00000000000031;genus:Mytilus:100.00000000000031;species:Mytilus_galloprovincialis:57.88378659667879	Mytilus	urn:lsid:marinespecies.org:taxname:138228	genus	asv.42_W-8-multi-tot
8	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.91_W-8-multi-tot
4	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.92_W-8-multi-tot
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	46737	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Salmo	superkingdom:Eukaryota:99.9999999999999;phylum:Chordata:99.9999999999999;class:Actinopteri:99.9999999999999;order:Salmoniformes:99.9999999999999;family:Salmonidae:99.9999999999999;genus:Salmo:99.9999999999999;species:Salmo_trutta:89.42568244693936	Salmo trutta	urn:lsid:marinespecies.org:taxname:127187	species	asv.27_W-8-singleplex
3	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads	Animalia	Echinodermata	Echinoidea	Camarodonta	Parechinidae	Psammechinus	superkingdom:Eukaryota:100.0;phylum:Echinodermata:100.0;class:Echinoidea:100.0;order:Camarodonta:100.0;family:Parechinidae:100.0;genus:Psammechinus:100.0;species:Psammechinus_miliaris:100.0	Psammechinus miliaris	urn:lsid:marinespecies.org:taxname:124319	species	asv.43_W-8-multi-tot
3	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads	Animalia	Porifera	Demospongiae	Haplosclerida	Chalinidae	Haliclona	superkingdom:Eukaryota:100.00000000000001;phylum:Porifera:100.00000000000001;class:Demospongiae:100.00000000000001;order:Haplosclerida:96.30000000000001;family:Chalinidae:96.30000000000001;genus:Haliclona:96.30000000000001;species:Haliclona_cf._caerulea_Hawaii_Ke_23:10.700000000000001	Haliclona	urn:lsid:marinespecies.org:taxname:131834	genus	asv.44_W-8-multi-tot
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	46737	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Salmo	superkingdom:Eukaryota:99.99999999999974;phylum:Chordata:99.99999999999974;class:Actinopteri:99.99999999999974;order:Salmoniformes:99.99999999999974;family:Salmonidae:99.99999999999974;genus:Salmo:99.99999999999974;species:Salmo_trutta:89.9384624063935	Salmo trutta	urn:lsid:marinespecies.org:taxname:127187	species	asv.74_W-8-singleplex
3	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads	Animalia	Echinodermata	Echinoidea	Camarodonta	Parechinidae	Psammechinus	superkingdom:Eukaryota:100.0;phylum:Echinodermata:100.0;class:Echinoidea:100.0;order:Camarodonta:100.0;family:Parechinidae:100.0;genus:Psammechinus:100.0;species:Psammechinus_miliaris:100.0	Psammechinus miliaris	urn:lsid:marinespecies.org:taxname:124319	species	asv.93_W-8-multi-tot
3	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads	Animalia	Porifera	Demospongiae				superkingdom:Eukaryota:100.00000000000001;phylum:Porifera:100.00000000000001;class:Demospongiae:100.00000000000001;order:Haplosclerida:45.6;family:Callyspongiidae:45.6;genus:Callyspongia:45.6;species:Callyspongia_vaginalis:34.2	Demospongiae	urn:lsid:marinespecies.org:taxname:164811	class	asv.94_W-8-multi-tot
2	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.45_W-8-multi-tot
2	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.46_W-8-multi-tot
2	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.47_W-8-multi-tot
2	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.95_W-8-multi-tot
2	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.96_W-8-multi-tot
2	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.97_W-8-multi-tot
2	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.98_W-8-multi-tot
2	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	50083	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.99_W-8-multi-tot
