organismQuantity	eventID	basisOfRecord	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	verbatimIdentification	scientificName	scientificNameID	taxonRank	occurrenceID
599	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.426_W-8-multi-tot
598	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.182_W-8-multi-tot
587	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.192_W-8-singleplex
575	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.427_W-8-multi-tot
565	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae		superkingdom:Eukaryota:99.99999999999996;phylum:Chordata:99.99999999999996;class:Actinopteri:99.99999999999996;order:Pleuronectiformes:99.89999999999996;family:Pleuronectidae:99.89999999999996;genus:Platichthys:84.69523809523807;species:Platichthys_stellatus:42.347619047619034	Pleuronectidae	urn:lsid:marinespecies.org:taxname:125579	family	asv.94_W-8-multi-tot
548	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.428_W-8-multi-tot
541	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.191_W-8-singleplex
494	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.181_W-8-multi-tot
458	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.201_W-8-multi-tot
451	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes			superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Anarhichadidae:78.0;genus:Anarhichas:78.0;species:Anarhichas_denticulatus:39.0	Perciformes	urn:lsid:marinespecies.org:taxname:11014	order	asv.429_W-8-multi-tot
448	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Oncorhynchus	superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Actinopteri:100.00000000000001;order:Salmoniformes:100.00000000000001;family:Salmonidae:100.00000000000001;genus:Oncorhynchus:96.16666666666667;species:Oncorhynchus_mykiss:82.33333333333333	Oncorhynchus	urn:lsid:marinespecies.org:taxname:126140	genus	asv.30_W-8-singleplex
443	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.196_W-8-singleplex
432	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.430_W-8-multi-tot
429	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.14_W-8-singleplex
418	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					superkingdom:Eukaryota:100.00000000000003;phylum:Chordata:100.00000000000003;class:Actinopteri:100.00000000000003;order:Kurtiformes:29.050000000000004;family:Apogonidae:29.050000000000004;genus:Ostorhinchus:29.050000000000004;species:Ostorhinchus_cookii:29.050000000000004	Actinopteri	urn:lsid:marinespecies.org:taxname:843664	superclass	asv.202_W-8-multi-tot
414	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.431_W-8-multi-tot
412	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.204_W-8-singleplex
412	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Mammalia:100.00000000000001;order:Primates:97.74999999999994;family:Hominidae:97.74999999999994;genus:Homo:97.74999999999994;species:Homo_sapiens:97.74999999999994	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.205_W-8-multi-tot
397	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.432_W-8-multi-tot
385	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.206_W-8-multi-tot
374	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae	Pomatoschistus	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Gobiiformes:100.0;family:Gobiidae:100.0;genus:Pomatoschistus:100.0;species:Pomatoschistus_minutus:100.0	Pomatoschistus minutus	urn:lsid:marinespecies.org:taxname:126928	species	asv.433_W-8-multi-tot
366	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.434_W-8-multi-tot
350	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.188_W-8-multi-tot
344	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Ammodytidae	Ammodytes	superkingdom:Eukaryota:99.99999999999996;phylum:Chordata:99.99999999999996;class:Actinopteri:99.99999999999996;order:Uranoscopiformes:99.99999999999996;family:Ammodytidae:99.99999999999996;genus:Ammodytes:99.99999999999996;species:Ammodytes_personatus:49.999999999999986	Ammodytes	urn:lsid:marinespecies.org:taxname:125909	genus	asv.207_W-8-multi-tot
338	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.16_W-8-singleplex
338	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.185_W-8-multi-tot
337	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.208_W-8-singleplex
331	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes			superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Anarhichadidae:83.0;genus:Anarhichas:83.0;species:Anarhichas_minor:41.5	Perciformes	urn:lsid:marinespecies.org:taxname:11014	order	asv.435_W-8-multi-tot
326	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.436_W-8-multi-tot
319	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.437_W-8-multi-tot
318	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.191_W-8-multi-tot
317	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.438_W-8-multi-tot
312	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.209_W-8-singleplex
303	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.210_W-8-singleplex
302	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.439_W-8-multi-tot
297	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.203_W-8-singleplex
297	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					superkingdom:Eukaryota:99.99999999999999;phylum:Chordata:99.99999999999999;class:Actinopteri:99.99999999999999;order:Blenniiformes:57.75757575757575;family:Tripterygiidae:57.75757575757575;genus:Axoclinus:57.75757575757575;species:Axoclinus_nigricaudus:57.75757575757575	Actinopteri	urn:lsid:marinespecies.org:taxname:843664	superclass	asv.211_W-8-multi-tot
296	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.440_W-8-multi-tot
293	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.199_W-8-singleplex
291	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.17_W-8-multi-tot
288	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.212_W-8-singleplex
281	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.200_W-8-singleplex
274	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.18_W-8-multi-tot
267	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.162_W-8-singleplex
267	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.19_W-8-singleplex
266	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes			superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Anarhichadidae:80.5;genus:Anarhichas:80.5;species:Anarhichas_denticulatus:40.25	Perciformes	urn:lsid:marinespecies.org:taxname:11014	order	asv.441_W-8-multi-tot
262	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.11_W-8-singleplex
262	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes			superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Actinopteri:100.00000000000001;order:Perciformes:100.00000000000001;family:Anarhichadidae:62.66666666666668;genus:Anarhichas:62.66666666666668;species:Anarhichas_minor:31.33333333333334	Perciformes	urn:lsid:marinespecies.org:taxname:11014	order	asv.442_W-8-multi-tot
260	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.20_W-8-singleplex
258	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.192_W-8-multi-tot
257	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.213_W-8-singleplex
251	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.21_W-8-multi-tot
248	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.214_W-8-multi-tot
243	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.186_W-8-multi-tot
238	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.443_W-8-multi-tot
236	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Pholidae	Pholis	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Pholidae:99.5;genus:Pholis:99.5;species:Pholis_gunnellus:99.5	Pholis gunnellus	urn:lsid:marinespecies.org:taxname:126996	species	asv.444_W-8-multi-tot
233	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.196_W-8-multi-tot
232	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.215_W-8-singleplex
232	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.22_W-8-singleplex
230	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Pholidae	Pholis	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Pholidae:98.83333333333331;genus:Pholis:98.83333333333331;species:Pholis_gunnellus:98.83333333333331	Pholis gunnellus	urn:lsid:marinespecies.org:taxname:126996	species	asv.445_W-8-multi-tot
229	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.23_W-8-multi-tot
227	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.189_W-8-multi-tot
227	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.216_W-8-singleplex
227	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.217_W-8-multi-tot
227	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.24_W-8-singleplex
227	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes			superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Anarhichadidae:83.0;genus:Anarhichas:83.0;species:Anarhichas_minor:41.5	Perciformes	urn:lsid:marinespecies.org:taxname:11014	order	asv.446_W-8-multi-tot
224	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.25_W-8-singleplex
221	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.26_W-8-singleplex
221	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.447_W-8-multi-tot
219	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes			superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Anarhichadidae:58.43333333333332;genus:Anarhichas:58.43333333333332;species:Pholis_gunnellus:33.466666666666676	Perciformes	urn:lsid:marinespecies.org:taxname:11014	order	asv.448_W-8-multi-tot
218	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Actinopteri:100.00000000000001;order:Pleuronectiformes:83.33333333333334;family:Pleuronectidae:83.33333333333334;genus:Limanda:33.333333333333336;species:Limanda_aspera:33.333333333333336	Actinopteri	urn:lsid:marinespecies.org:taxname:843664	superclass	asv.218_W-8-multi-tot
216	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.449_W-8-multi-tot
216	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Pholidae	Pholis	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Pholidae:97.66666666666669;genus:Pholis:97.66666666666669;species:Pholis_gunnellus:97.66666666666669	Pholis gunnellus	urn:lsid:marinespecies.org:taxname:126996	species	asv.450_W-8-multi-tot
214	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.27_W-8-singleplex
214	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes			superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Anarhichadidae:84.89999999999999;genus:Anarhichas:84.89999999999999;species:Anarhichas_denticulatus:42.449999999999996	Perciformes	urn:lsid:marinespecies.org:taxname:11014	order	asv.451_W-8-multi-tot
214	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes			superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Anarhichadidae:54.66666666666667;genus:Anarhichas:54.66666666666667;species:Pholis_gunnellus:36.66666666666666	Perciformes	urn:lsid:marinespecies.org:taxname:11014	order	asv.452_W-8-multi-tot
214	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.453_W-8-multi-tot
213	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.219_W-8-singleplex
211	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Oncorhynchus	superkingdom:Eukaryota:99.99999999999999;phylum:Chordata:99.99999999999999;class:Actinopteri:99.99999999999999;order:Salmoniformes:99.99999999999999;family:Salmonidae:99.99999999999999;genus:Oncorhynchus:99.99999999999999;species:Oncorhynchus_mykiss:99.99999999999999	Oncorhynchus mykiss	urn:lsid:marinespecies.org:taxname:127185	species	asv.454_W-8-multi-tot
210	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.28_W-8-singleplex
209	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.29_W-8-singleplex
207	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.455_W-8-multi-tot
206	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.31_W-8-singleplex
204	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.221_W-8-singleplex
201	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.199_W-8-multi-tot
201	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.32_W-8-multi-tot
201	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.456_W-8-multi-tot
200	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes			superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Pholidae:80.6;genus:Pholis:80.6;species:Pholis_gunnellus:80.6	Perciformes	urn:lsid:marinespecies.org:taxname:11014	order	asv.457_W-8-multi-tot
199	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Pholidae	Pholis	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Pholidae:100.0;genus:Pholis:100.0;species:Pholis_gunnellus:100.0	Pholis gunnellus	urn:lsid:marinespecies.org:taxname:126996	species	asv.458_W-8-multi-tot
194	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.459_W-8-multi-tot
193	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.34_W-8-multi-tot
192	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes			superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Actinopteri:100.00000000000001;order:Perciformes:100.00000000000001;family:Anarhichadidae:53.333333333333336;genus:Anarhichas:53.333333333333336;species:Pholis_gunnellus:35.66666666666667	Perciformes	urn:lsid:marinespecies.org:taxname:11014	order	asv.460_W-8-multi-tot
