organismQuantity	eventID	basisOfRecord	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	verbatimIdentification	scientificName	scientificNameID	taxonRank	occurrenceID
29	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Phytophthora	superkingdom:Eukaryota:100.0;phylum:Oomycota:100.0;class:NA:20.0;order:Peronosporales:100.0;family:Peronosporaceae:100.0;genus:Phytophthora:100.0;species:Phytophthora_javanensis:100.0	Phytophthora	urn:lsid:marinespecies.org:taxname:1457131	genus	asv.51_W-8-singleplex
29	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.56_W-8-singleplex
28	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.17_W-8-multi-tot
28	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Malacostraca	Decapoda	Carcinidae	Carcinus	superkingdom:Eukaryota:99.99999999999999;phylum:Arthropoda:99.99999999999999;class:Malacostraca:99.99999999999999;order:Decapoda:99.99999999999999;family:Carcinidae:99.99999999999999;genus:Carcinus:99.99999999999999;species:Carcinus_maenas:99.99999999999999	Carcinus maenas	urn:lsid:marinespecies.org:taxname:107381	species	asv.49_W-8-singleplex
28	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads							superkingdom:Eukaryota:0;phylum:Arthropoda:0;class:Insecta:0;order:Diptera:0;family:Cecidomyiidae:0;genus:NA:0;species:Cecidomyiidae_sp._BOLD:0	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.50_W-8-singleplex
28	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Hexanauplia				superkingdom:Eukaryota:100.0;phylum:Arthropoda:100.0;class:Hexanauplia:100.0;order:Harpacticoida:53.50000000000001;family:Miraciidae:53.50000000000001;genus:Haloschizopera:53.50000000000001;species:Haloschizopera_sp._n._1_SR-2019:53.50000000000001	Hexanauplia	urn:lsid:marinespecies.org:taxname:889925	class	asv.53_W-8-singleplex
27	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.58_W-8-singleplex
27	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Tharyx	superkingdom:Eukaryota:100.0;phylum:Annelida:100.0;class:Polychaeta:100.0;order:Terebellida:100.0;family:Cirratulidae:100.0;genus:Tharyx:100.0;species:Tharyx_setigera:100.0	Tharyx setigera	urn:lsid:marinespecies.org:taxname:156678	species	asv.59_W-8-singleplex
26	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda					superkingdom:Eukaryota:100.0;phylum:Arthropoda:94.0;class:Collembola:62.666666666666664;order:Symphypleona:62.666666666666664;family:Katiannidae:62.666666666666664;genus:Sminthurinus:62.666666666666664;species:Sminthurinus_reticulatus:62.666666666666664	Arthropoda	urn:lsid:marinespecies.org:taxname:1065	phylum	asv.375_W-8-singleplex
26	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Copepoda	Harpacticoida	Tachidiidae	Microarthridion	superkingdom:Eukaryota:100.0;phylum:Arthropoda:100.0;class:Hexanauplia:100.0;order:Harpacticoida:100.0;family:Tachidiidae:100.0;genus:Microarthridion:100.0;species:Microarthridion_fallax:100.0	Microarthridion fallax	urn:lsid:marinespecies.org:taxname:116497	species	asv.54_W-8-singleplex
26	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Hexapoda	Lepidoptera			superkingdom:Eukaryota:100.0;phylum:Arthropoda:100.0;class:Insecta:100.0;order:Lepidoptera:100.0;family:NA:100.0;genus:NA:100.0;species:Lepidoptera_sp._BOLD:100.0	Lepidoptera	urn:lsid:marinespecies.org:taxname:989022	order	asv.60_W-8-singleplex
25	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Amphibia	superkingdom:Eukaryota:100.00000000000003;phylum:Chordata:100.00000000000003;class:Amphibia:100.00000000000003;order:Gymnophiona:67.60000000000002;family:Siphonopidae:67.60000000000002;genus:Luetkenotyphlus:67.60000000000002;species:Luetkenotyphlus_fredi:67.60000000000002	Amphibia	urn:lsid:marinespecies.org:taxname:369335	genus	asv.376_W-8-singleplex
24	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.37_W-8-singleplex
24	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Actinopteri:100.00000000000001;order:NA:55.00000000000001;family:Ambassidae:55.00000000000001;genus:Ambassis:55.00000000000001;species:Ambassis_ambassis:55.00000000000001	Actinopteri	urn:lsid:marinespecies.org:taxname:843664	superclass	asv.379_W-8-singleplex
24	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.65_W-8-singleplex
23	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.00000000000003;phylum:Arthropoda:82.00000000000003;class:Malacostraca:82.00000000000003;order:Decapoda:45.000000000000036;family:Palaemonidae:45.000000000000036;genus:Macrobrachium:45.000000000000036;species:Macrobrachium_sirindhorn:45.000000000000036	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.380_W-8-singleplex
23	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Plantae	Rhodophyta	Bangiophyceae				superkingdom:Eukaryota:100.0;phylum:Rhodophyta:100.0;class:Bangiophyceae:100.0;order:NA:100.0;family:NA:100.0;genus:NA:100.0;species:uncultured_Bangiophyceae:100.0	Bangiophyceae	urn:lsid:marinespecies.org:taxname:368668	class	asv.66_W-8-singleplex
23	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.67_W-8-singleplex
23	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.68_W-8-singleplex
23	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Protozoa	Amoebozoa	Discosea	Dactylopodida	Paramoebidae	Korotnevella	superkingdom:Eukaryota:100.0;phylum:Discosea:100.0;class:Flabellinia:100.0;order:Dactylopodida:100.0;family:Paramoebidae:100.0;genus:Korotnevella:100.0;species:Korotnevella_leshevi:100.0	Korotnevella	urn:lsid:marinespecies.org:taxname:120550	genus	asv.69_W-8-singleplex
22	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Plantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	superkingdom:Eukaryota:100.0;phylum:Chlorophyta:100.0;class:Mamiellophyceae:100.0;order:Mamiellales:100.0;family:Bathycoccaceae:100.0;genus:Bathycoccus:100.0;species:Bathycoccus_prasinos:100.0	Bathycoccus prasinos	urn:lsid:marinespecies.org:taxname:345459	species	asv.15_W-8-multi-tot
22	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.378_W-8-singleplex
22	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae	Coryphopterus	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:98.0;order:Gobiiformes:98.0;family:Gobiidae:98.0;genus:Coryphopterus:98.0;species:Coryphopterus_tortugae:98.0	Coryphopterus tortugae	urn:lsid:marinespecies.org:taxname:309494	species	asv.381_W-8-multi-tot
22	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.61_W-8-singleplex
21	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Hexanauplia				superkingdom:Eukaryota:100.0;phylum:Arthropoda:100.0;class:Hexanauplia:100.0;order:NA:100.0;family:NA:100.0;genus:NA:100.0;species:Hexanauplia_sp.:100.0	Hexanauplia	urn:lsid:marinespecies.org:taxname:889925	class	asv.18_W-8-multi-tot
21	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:99.99999999999997;phylum:Cnidaria:42.55119047619047;class:Hydrozoa:42.55119047619047;order:Anthoathecata:40.55119047619047;family:Raspailiidae:33.12499999999999;genus:Raspailia:33.12499999999999;species:Raspailia_ramosa:33.12499999999999	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.377_W-8-singleplex
21	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Malacostraca				superkingdom:Eukaryota:100.00000000000001;phylum:Arthropoda:100.00000000000001;class:Malacostraca:100.00000000000001;order:Decapoda:54.500000000000014;family:Palaemonidae:54.500000000000014;genus:Macrobrachium:54.500000000000014;species:Macrobrachium_dienbienphuense:54.500000000000014	Malacostraca	urn:lsid:marinespecies.org:taxname:1071	class	asv.382_W-8-singleplex
21	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.0;phylum:NA:61.16666666666667;class:NA:61.16666666666667;order:NA:61.16666666666667;family:NA:61.16666666666667;genus:NA:61.16666666666667;species:zooplankton_environmental_sample:61.16666666666667	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.57_W-8-singleplex
21	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Cnidaria					superkingdom:Eukaryota:100.0;phylum:Cnidaria:100.0;class:Anthozoa:56.99999999999999;order:Actiniaria:56.99999999999999;family:Edwardsiidae:56.99999999999999;genus:Edwardsianthus:56.99999999999999;species:Edwardsianthus_gilbertensis:56.99999999999999	Cnidaria	urn:lsid:marinespecies.org:taxname:1267	phylum	asv.62_W-8-singleplex
21	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	superkingdom:Eukaryota:100.0;phylum:Bacillariophyta:100.0;class:Coscinodiscophyceae:100.0;order:Thalassiosirales:100.0;family:Thalassiosiraceae:100.0;genus:Thalassiosira:100.0;species:Thalassiosira_punctigera:100.0	Thalassiosira punctigera	urn:lsid:marinespecies.org:taxname:148936	species	asv.63_W-8-singleplex
21	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Annelida	Polychaeta		Capitellidae		superkingdom:Eukaryota:99.99999999999997;phylum:Annelida:99.99999999999997;class:Polychaeta:99.99999999999997;order:NA:9.789393939393937;family:Capitellidae:99.99999999999997;genus:Mediomastus:19.578787878787875;species:Capitellidae_sp._CMC01:19.578787878787875	Capitellidae	urn:lsid:marinespecies.org:taxname:921	family	asv.70_W-8-singleplex
21	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:99.99999999999997;phylum:NA:51.16666666666666;class:Phaeophyceae:68.33333333333331;order:Ectocarpales:68.33333333333331;family:Chordariaceae:68.33333333333331;genus:NA:51.16666666666666;species:Chordariaceae_sp._1_AP-2014:51.16666666666666	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.71_W-8-singleplex
21	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Plantae	Rhodophyta	Florideophyceae				superkingdom:Eukaryota:100.0;phylum:Rhodophyta:100.0;class:Florideophyceae:100.0;order:Nemaliales:77.0;family:Galaxauraceae:77.0;genus:Dichotomaria:77.0;species:Dichotomaria_sp._Bast_&_Rani-2014:77.0	Florideophyceae	urn:lsid:marinespecies.org:taxname:368670	class	asv.74_W-8-singleplex
21	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Plantae	Rhodophyta	Florideophyceae	Nemaliales	Galaxauraceae	Dichotomaria	superkingdom:Eukaryota:100.0;phylum:Rhodophyta:100.0;class:Florideophyceae:100.0;order:Nemaliales:100.0;family:Galaxauraceae:100.0;genus:Dichotomaria:100.0;species:Dichotomaria_obtusata:100.0	Dichotomaria obtusata	urn:lsid:marinespecies.org:taxname:376874	species	asv.75_W-8-singleplex
20	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.22_W-8-multi-tot
20	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Porifera	Demospongiae	Haplosclerida	Chalinidae	Chalinula	superkingdom:Eukaryota:100.00000000000001;phylum:Porifera:100.00000000000001;class:Demospongiae:100.00000000000001;order:Haplosclerida:100.00000000000001;family:Chalinidae:100.00000000000001;genus:Chalinula:100.00000000000001;species:Chalinula_zeae:100.00000000000001	Chalinula zeae	urn:lsid:marinespecies.org:taxname:166300	species	asv.383_W-8-singleplex
20	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Porifera	Hexactinellida	Lyssacinosida	Rossellidae	Rossella	superkingdom:Eukaryota:100.0;phylum:Porifera:90.0;class:Hexactinellida:90.0;order:Lyssacinosida:90.0;family:Rossellidae:90.0;genus:Rossella:90.0;species:Rossella_nuda:90.0	Rossella nuda	urn:lsid:marinespecies.org:taxname:172101	species	asv.384_W-8-singleplex
19	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.0;phylum:Arthropoda:73.13333333333333;class:Malacostraca:38.01428571428571;order:Decapoda:38.01428571428571;family:Ocypodidae:25.976190476190474;genus:Austruca:25.976190476190474;species:Austruca_albimana:25.976190476190474	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.362_W-8-multi-tot
19	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:87.39999999999998;phylum:Bacillariophyta:50.96666666666667;class:Bacillariophyceae:37.78333333333333;order:Decapoda:29.941666666666663;family:Aeglidae:29.941666666666663;genus:Aegla:29.941666666666663;species:Aegla_uruguayana_complex_sp._2_Alegrete:18.40833333333333	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.385_W-8-singleplex
19	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.72_W-8-singleplex
19	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	superkingdom:Eukaryota:99.99999999999997;phylum:Bacillariophyta:98.96551724137929;class:Coscinodiscophyceae:98.70994651324986;order:Thalassiosirales:98.70994651324986;family:Skeletonemataceae:96.1210424517871;genus:Skeletonema:96.1210424517871;species:Skeletonema_potamos:49.45439517936407	Skeletonema	urn:lsid:marinespecies.org:taxname:149073	genus	asv.76_W-8-singleplex
18	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Plantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	superkingdom:Eukaryota:100.0;phylum:Chlorophyta:100.0;class:Mamiellophyceae:100.0;order:Mamiellales:100.0;family:Bathycoccaceae:100.0;genus:Bathycoccus:100.0;species:Bathycoccus_prasinos:100.0	Bathycoccus prasinos	urn:lsid:marinespecies.org:taxname:345459	species	asv.386_W-8-singleplex
18	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Animalia	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	Aurelia	superkingdom:Eukaryota:100.0;phylum:Cnidaria:100.0;class:Scyphozoa:100.0;order:Semaeostomeae:100.0;family:Ulmaridae:100.0;genus:Aurelia:100.0;species:Aurelia_miyakei:100.0	Aurelia miyakei	urn:lsid:marinespecies.org:taxname:1539730	species	asv.387_W-8-multi-tot
18	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Copepoda	Harpacticoida	Ectinosomatidae		superkingdom:Eukaryota:100.00000000000009;phylum:Arthropoda:100.00000000000009;class:Hexanauplia:100.00000000000009;order:Harpacticoida:100.00000000000009;family:Ectinosomatidae:100.00000000000009;genus:NA:4.0791595441595465;species:Ectinosomatidae_sp._SR-2019:53.406566951566965	Ectinosomatidae	urn:lsid:marinespecies.org:taxname:115151	family	asv.73_W-8-singleplex
18	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.00000000000004;phylum:NA:12.439898989898994;class:Phaeophyceae:84.32164031620559;order:Ectocarpales:77.37719587176113;family:Chordariaceae:46.46251333207857;genus:Ectocarpus:30.91468253968256;species:Ectocarpus_sp._5_AP-2014:22.296825396825415	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.77_W-8-singleplex
18	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Copepoda	Calanoida	Acartiidae	Acartia	superkingdom:Eukaryota:100.00000000000001;phylum:Arthropoda:100.00000000000001;class:Hexanauplia:100.00000000000001;order:Calanoida:100.00000000000001;family:Acartiidae:100.00000000000001;genus:Acartia:100.00000000000001;species:Acartia_tonsa:99.00000000000001	Acartia tonsa	urn:lsid:marinespecies.org:taxname:104262	species	asv.78_W-8-singleplex
17	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					superkingdom:Eukaryota:100.0;phylum:Chordata:90.0;class:Mammalia:68.0;order:Rodentia:68.0;family:Muridae:68.0;genus:Rattus:68.0;species:Rattus_norvegicus:68.0	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.388_W-8-singleplex
17	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Annelida	Clitellata	Crassiclitellata			superkingdom:Eukaryota:99.99999999999994;phylum:Annelida:99.99999999999994;class:Clitellata:99.99999999999994;order:Crassiclitellata:99.99999999999994;family:Lumbricidae:45.71117216117214;genus:Hormogaster:28.228571428571414;species:Hormogaster_castillana:28.228571428571414	Crassiclitellata	urn:lsid:marinespecies.org:taxname:468018	order	asv.81_W-8-singleplex
17	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Chromista	Bacillariophyta	Bacillariophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	superkingdom:Eukaryota:100.0;phylum:Bacillariophyta:100.0;class:Mediophyceae:100.0;order:Cymatosirales:100.0;family:Cymatosiraceae:100.0;genus:Minutocellus:100.0;species:Minutocellus_polymorphus:100.0	Minutocellus polymorphus	urn:lsid:marinespecies.org:taxname:464449	species	asv.82_W-8-singleplex
17	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:99.99999999999999;phylum:Chlorophyta:69.69444444444444;class:Trebouxiophyceae:69.69444444444444;order:Chlorellales:69.69444444444444;family:Chlorellaceae:69.69444444444444;genus:Nannochloris:69.69444444444444;species:Nannochloris_sp._MBTD-CMFRI-S048:69.69444444444444	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.84_W-8-singleplex
16	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Plantae	Rhodophyta	Florideophyceae	Gigartinales	Solieriaceae	Eucheuma	superkingdom:Eukaryota:100.0;phylum:Rhodophyta:100.0;class:Florideophyceae:100.0;order:Gigartinales:100.0;family:Solieriaceae:100.0;genus:Eucheuma:100.0;species:Eucheuma_serra:87.2	Eucheuma serra	urn:lsid:marinespecies.org:taxname:213999	species	asv.16_W-8-multi-tot
16	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Tharyx	superkingdom:Eukaryota:100.0;phylum:Annelida:100.0;class:Polychaeta:100.0;order:Terebellida:100.0;family:Cirratulidae:100.0;genus:Tharyx:100.0;species:Tharyx_setigera:100.0	Tharyx setigera	urn:lsid:marinespecies.org:taxname:156678	species	asv.357_W-8-multi-tot
16	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Streblospio	superkingdom:Eukaryota:99.99999999999999;phylum:Annelida:99.99999999999999;class:Polychaeta:99.99999999999999;order:Spionida:99.99999999999999;family:Spionidae:99.99999999999999;genus:Streblospio:99.99999999999999;species:Streblospio_benedicti:99.99999999999999	Streblospio benedicti	urn:lsid:marinespecies.org:taxname:131191	species	asv.85_W-8-singleplex
16	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.87_W-8-singleplex
16	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Amanita	superkingdom:Eukaryota:100.0;phylum:Basidiomycota:100.0;class:Agaricomycetes:100.0;order:Agaricales:100.0;family:Amanitaceae:100.0;genus:Amanita:100.0;species:Amanita_flavoconia:100.0	Amanita	urn:lsid:marinespecies.org:taxname:1456970	genus	asv.89_W-8-singleplex
15	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.0;phylum:Cnidaria:62.0;class:Scyphozoa:62.0;order:Coronatae:62.0;family:Atollidae:62.0;genus:Atolla:62.0;species:Anthomyiidae_sp._BIOUG21989-D11:38.00000000000001	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.389_W-8-singleplex
15	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.0;phylum:Arthropoda:79.1;class:Arachnida:29.93333333333333;order:Araneae:29.93333333333333;family:Anamidae:29.93333333333333;genus:Proshermacha:29.93333333333333;species:Proshermacha_sp._MYG349:29.93333333333333	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.390_W-8-singleplex
15	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.00000000000004;phylum:Arthropoda:67.30058243727602;class:Malacostraca:56.0175415016035;order:Decapoda:56.0175415016035;family:Hippolytidae:31.491084229390687;genus:Minuca:24.5264572722128;species:Minuca_pugnax:24.5264572722128	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.391_W-8-singleplex
15	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.392_W-8-singleplex
15	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Plantae	Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	superkingdom:Eukaryota:100.00000000000001;phylum:Rhodophyta:100.00000000000001;class:Florideophyceae:100.00000000000001;order:Gracilariales:100.00000000000001;family:Gracilariaceae:100.00000000000001;genus:Gracilaria:100.00000000000001;species:Gracilaria_vermiculophylla:99.00000000000001	Gracilaria vermiculophylla	urn:lsid:marinespecies.org:taxname:236157	species	asv.83_W-8-singleplex
