organismQuantity	eventID	basisOfRecord	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	verbatimIdentification	scientificName	scientificNameID	taxonRank	occurrenceID
942	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.293_W-8-multi-tot
940	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.294_W-8-multi-tot
937	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.295_W-8-multi-tot
929	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.296_W-8-multi-tot
929	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae		superkingdom:Eukaryota:100.0000000000002;phylum:Chordata:100.0000000000002;class:Actinopteri:100.0000000000002;order:Pleuronectiformes:99.92575075075095;family:Pleuronectidae:99.92575075075095;genus:Platichthys:25.146632344746322;species:Platichthys_stellatus:25.146632344746322	Pleuronectidae	urn:lsid:marinespecies.org:taxname:125579	family	asv.61_W-8-multi-tot
923	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.297_W-8-multi-tot
922	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.298_W-8-multi-tot
921	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Mammalia:100.00000000000001;order:Primates:100.00000000000001;family:Hominidae:100.00000000000001;genus:Homo:100.00000000000001;species:Homo_sapiens:100.00000000000001	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.62_W-8-multi-tot
919	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae		superkingdom:Eukaryota:99.99999999999989;phylum:Chordata:99.99999999999989;class:Actinopteri:99.99999999999989;order:Pleuronectiformes:99.99999999999989;family:Pleuronectidae:99.99999999999989;genus:Platichthys:34.137489187699266;species:Platichthys_stellatus:34.137489187699266	Pleuronectidae	urn:lsid:marinespecies.org:taxname:125579	family	asv.63_W-8-multi-tot
917	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.299_W-8-multi-tot
914	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.300_W-8-multi-tot
912	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.301_W-8-multi-tot
908	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae		superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Pleuronectiformes:99.89153439153439;family:Pleuronectidae:99.89153439153439;genus:Platichthys:30.885044052607903;species:Platichthys_stellatus:30.885044052607903	Pleuronectidae	urn:lsid:marinespecies.org:taxname:125579	family	asv.64_W-8-multi-tot
904	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.302_W-8-multi-tot
895	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.303_W-8-multi-tot
892	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.304_W-8-multi-tot
882	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.305_W-8-multi-tot
880	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.306_W-8-multi-tot
879	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.307_W-8-multi-tot
876	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae		superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Actinopteri:100.00000000000001;order:Pleuronectiformes:99.81060156627456;family:Pleuronectidae:99.81060156627456;genus:Platichthys:32.10703297356944;species:Platichthys_stellatus:32.10703297356944	Pleuronectidae	urn:lsid:marinespecies.org:taxname:125579	family	asv.65_W-8-multi-tot
862	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.308_W-8-multi-tot
858	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.309_W-8-multi-tot
849	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.310_W-8-multi-tot
839	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.311_W-8-multi-tot
838	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.312_W-8-multi-tot
828	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	108327	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae	Pomatoschistus	superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Actinopteri:100.00000000000001;order:Gobiiformes:100.00000000000001;family:Gobiidae:100.00000000000001;genus:Pomatoschistus:100.00000000000001;species:Pomatoschistus_knerii:69.30000000000001	Pomatoschistus	urn:lsid:marinespecies.org:taxname:125999	genus	asv.13_W-8-singleplex
823	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.313_W-8-multi-tot
821	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae		superkingdom:Eukaryota:99.99999999999997;phylum:Chordata:99.99999999999997;class:Actinopteri:99.99999999999997;order:Pleuronectiformes:99.90423387096772;family:Pleuronectidae:99.90423387096772;genus:Platichthys:29.31309419913116;species:Platichthys_stellatus:29.31309419913116	Pleuronectidae	urn:lsid:marinespecies.org:taxname:125579	family	asv.66_W-8-multi-tot
818	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.314_W-8-multi-tot
817	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.315_W-8-multi-tot
817	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gadiformes	Gadidae		superkingdom:Eukaryota:100.00000000000003;phylum:Chordata:100.00000000000003;class:Actinopteri:100.00000000000003;order:Gadiformes:100.00000000000003;family:Gadidae:100.00000000000003;genus:Merlangius:49.11915584415586;species:Merlangius_merlangus:49.11915584415586	Gadidae	urn:lsid:marinespecies.org:taxname:125469	family	asv.67_W-8-multi-tot
817	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae		superkingdom:Eukaryota:99.99999999999996;phylum:Chordata:99.99999999999996;class:Actinopteri:99.99999999999996;order:Pleuronectiformes:99.99999999999996;family:Pleuronectidae:99.99999999999996;genus:Platichthys:34.382414483244936;species:Platichthys_stellatus:34.382414483244936	Pleuronectidae	urn:lsid:marinespecies.org:taxname:125579	family	asv.68_W-8-multi-tot
814	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.316_W-8-multi-tot
807	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.317_W-8-multi-tot
803	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.318_W-8-multi-tot
801	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.319_W-8-multi-tot
791	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.320_W-8-multi-tot
789	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.321_W-8-multi-tot
788	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.322_W-8-multi-tot
786	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.323_W-8-multi-tot
781	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.324_W-8-multi-tot
779	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.325_W-8-multi-tot
778	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.326_W-8-multi-tot
771	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.327_W-8-multi-tot
769	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.328_W-8-multi-tot
762	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.329_W-8-multi-tot
762	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Mammalia:100.00000000000001;order:Primates:100.00000000000001;family:Hominidae:100.00000000000001;genus:Homo:100.00000000000001;species:Homo_sapiens:100.00000000000001	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.69_W-8-multi-tot
760	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.330_W-8-multi-tot
758	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.331_W-8-multi-tot
756	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.332_W-8-multi-tot
741	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	superkingdom:Eukaryota:98.98989898989899;phylum:Chordata:98.98989898989899;class:Mammalia:98.98989898989899;order:Primates:98.98989898989899;family:Hominidae:98.98989898989899;genus:Homo:98.98989898989899;species:Homo_sapiens:98.98989898989899	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.70_W-8-multi-tot
728	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.333_W-8-multi-tot
728	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.334_W-8-multi-tot
724	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.335_W-8-multi-tot
719	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Mammalia:100.00000000000001;order:Primates:100.00000000000001;family:Hominidae:100.00000000000001;genus:Homo:100.00000000000001;species:Homo_sapiens:100.00000000000001	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.71_W-8-multi-tot
718	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.336_W-8-multi-tot
718	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.337_W-8-multi-tot
716	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.338_W-8-multi-tot
707	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae	Pomatoschistus	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Gobiiformes:100.0;family:Gobiidae:100.0;genus:Pomatoschistus:100.0;species:Pomatoschistus_knerii:64.4	Pomatoschistus	urn:lsid:marinespecies.org:taxname:125999	genus	asv.72_W-8-multi-tot
698	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.339_W-8-multi-tot
698	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.340_W-8-multi-tot
692	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.341_W-8-multi-tot
683	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.342_W-8-multi-tot
681	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.343_W-8-multi-tot
678	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.344_W-8-multi-tot
676	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.345_W-8-multi-tot
673	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae	Pomatoschistus	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Gobiiformes:100.0;family:Gobiidae:100.0;genus:Pomatoschistus:100.0;species:Pomatoschistus_knerii:69.5	Pomatoschistus	urn:lsid:marinespecies.org:taxname:125999	genus	asv.73_W-8-multi-tot
671	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.346_W-8-multi-tot
667	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	superkingdom:Eukaryota:99.99999999999996;phylum:Chordata:99.99999999999996;class:Mammalia:99.99999999999996;order:Carnivora:99.99999999999996;family:Canidae:99.99999999999996;genus:Canis:99.99999999999996;species:Canis_lupus:99.99999999999996	Canis lupus	urn:lsid:marinespecies.org:taxname:1506689	species	asv.74_W-8-multi-tot
665	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.347_W-8-multi-tot
659	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.348_W-8-multi-tot
652	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.349_W-8-multi-tot
649	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.350_W-8-multi-tot
647	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae	Pomatoschistus	superkingdom:Eukaryota:99.99999999999997;phylum:Chordata:99.99999999999997;class:Actinopteri:99.99999999999997;order:Gobiiformes:99.99999999999997;family:Gobiidae:99.99999999999997;genus:Pomatoschistus:99.99999999999997;species:Pomatoschistus_knerii:75.64999999999998	Pomatoschistus	urn:lsid:marinespecies.org:taxname:125999	genus	asv.75_W-8-multi-tot
643	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.351_W-8-multi-tot
642	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.352_W-8-multi-tot
640	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.353_W-8-multi-tot
636	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae	Pomatoschistus	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Gobiiformes:100.0;family:Gobiidae:100.0;genus:Pomatoschistus:100.0;species:Pomatoschistus_knerii:70.85	Pomatoschistus	urn:lsid:marinespecies.org:taxname:125999	genus	asv.76_W-8-multi-tot
631	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.354_W-8-multi-tot
629	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.355_W-8-multi-tot
629	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.356_W-8-multi-tot
627	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae	Pomatoschistus	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Gobiiformes:100.0;family:Gobiidae:100.0;genus:Pomatoschistus:100.0;species:Pomatoschistus_minutus:67.83333333333334	Pomatoschistus	urn:lsid:marinespecies.org:taxname:125999	genus	asv.77_W-8-multi-tot
626	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.357_W-8-multi-tot
620	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.358_W-8-multi-tot
619	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae	Pomatoschistus	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Gobiiformes:100.0;family:Gobiidae:100.0;genus:Pomatoschistus:100.0;species:Pomatoschistus_knerii:66.3	Pomatoschistus	urn:lsid:marinespecies.org:taxname:125999	genus	asv.78_W-8-multi-tot
613	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.359_W-8-multi-tot
613	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae		superkingdom:Eukaryota:99.99999999999991;phylum:Chordata:99.99999999999991;class:Actinopteri:99.99999999999991;order:Pleuronectiformes:99.99999999999991;family:Pleuronectidae:99.99999999999991;genus:Platichthys:31.8578427880718;species:Platichthys_stellatus:31.8578427880718	Pleuronectidae	urn:lsid:marinespecies.org:taxname:125579	family	asv.79_W-8-multi-tot
613	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae	Pomatoschistus	superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Actinopteri:100.00000000000001;order:Gobiiformes:100.00000000000001;family:Gobiidae:100.00000000000001;genus:Pomatoschistus:100.00000000000001;species:Pomatoschistus_knerii:68.20000000000002	Pomatoschistus	urn:lsid:marinespecies.org:taxname:125999	genus	asv.80_W-8-multi-tot
611	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae	Pomatoschistus	superkingdom:Eukaryota:99.99999999999997;phylum:Chordata:99.99999999999997;class:Actinopteri:99.99999999999997;order:Gobiiformes:99.99999999999997;family:Gobiidae:99.99999999999997;genus:Pomatoschistus:99.99999999999997;species:Pomatoschistus_knerii:74.64999999999998	Pomatoschistus	urn:lsid:marinespecies.org:taxname:125999	genus	asv.81_W-8-multi-tot
